# 由21键曲谱播放器从 【Animenz】Butter-Fly（完整版）- 数码宝贝 OP.mid 转换
# 格式：按键 拍数；p 表示休止，同时按键写在一起
# 录制基准：500 ms/拍
qr 0.3125
qtvb 0.375
qrzb 0.375
qtvb 0.3125
wz 0.125
r 0.25
qtav 0.375
wtuzx 0.6875
wtuzx 0.375
wyzb 0.375
wtzx 0.3125
wtzb 0.3125
wyx 0.3125
zn 0.375
s 0.3125
qasgzb 0.4375
w 0.1875
t 0.125
yb 0.125
u 0.125
u 0.125
uhn 0.125
u 0.125
u 0.125
u 0.1875
y 0.125
tb 0.1875
w 0.1875
qa 0.6875
sgxn 0.3125
w 0.125
t 0.125
y 0.125
qu 0.1875
u 0.1875
uhn 0.125
u 0.125
u 0.125
u 0.125
y 0.125
tg 0.125
w 0.25
gn 0.375
g 0.375
zv 0.25
w 0.1875
t 0.125
y 0.125
uv 0.125
u 0.1875
uas 0.125
u 0.125
u 0.125
u 0.125
y 0.125
t 0.125
wv 0.3125
af 0.3125
g 0.375
aszb 0.3125
h 0.125
w 0.125
t 0.1875
y 0.1875
u 0.125
uah 0.3125
wu 0.125
u 0.125
u 0.125
g 0.125
y 0.125
t 0.125
wag 0.375
g 0.375
azb 0.25
q 0.1875
wr 0.1875
t 0.125
ua 0.1875
u 0.1875
tuafgb 0.6875
tuab 0.3125
rufg 0.4375
wtyu 0.3125
zbn 0.375
wyu 0.25
z 0.125
yu 0.3125
tuzv 0.6875
v 0.3125
afb 0.125
t 0.125
u 0.125
u 0.4375
tuzc 0.6875
m 0.125
j 0.1875
b 0.125
g 0.25
d 0.125
e 0.25
m 0.125
j 0.1875
g 0.125
t 0.1875
d 0.125
e 0.3125
ryuzv 0.3125
n 0.125
h 0.1875
a 0.125
q 0.1875
n 0.125
h 0.1875
f 0.125
r 0.1875
a 0.125
q 0.25
yv 0.1875
z 0.1875
rz 0.1875
z 0.3125
tuz 1.5
q 0.3125
h 0.3125
g 0.75
afhzv 1.125
qafv 0.75
z 0.3125
v 0.6875
qsgz 1.125
q 0.125
q 0.1875
q 0.3125
h 0.3125
g 0.375
z 0.4375
afhzv 0.5
zv 0.5
afgzvb 0.5
u 0.125
u 0.125
yu 0.0625
ert 0.125
qwj 0.125
dg 0.0625
sn 0.125
aszxcv 0.5625
qwrtuz 0.6875
qwtuzxb 0.375
wub 0.25
uxb 0.0625
u 0.3125
qyz 0.3125
qtzb 0.375
qz 0.375
qryzv 0.375
z 0.1875
v 0.1875
z 0.25
qrtuzv 0.25
z 0.5
z 0.375
v 0.3125
z 0.375
wtuz 0.6875
wtuxb 0.4375
wuz 0.1875
u 0.125
uxb 0.3125
yz 0.375
tb 0.125
x 0.125
z 0.4375
ryuzv 0.6875
zv 0.375
rtuzv 0.625
z 0.375
qrtuz 0.75
z 0.3125
fgvb 0.3125
a 0.125
s 0.125
f 0.1875
qa 0.125
w 0.1875
tfg 0.1875
r 0.1875
q 0.25
r 0.1875
u 0.1875
qu 0.1875
u 0.125
rtu 1.0625
z 0.125
z 0.25
quz 0.125
y 0.25
qu 0.3125
wu 0.375
tu 0.6875
z 0.125
z 0.1875
asgzxb 1
